trading_date,open,high,low,close,volume
2024-12-17,531.5392172672515,532.6491459423796,529.3292797155087,530.9842529296875,28579100
2024-12-18,530.3401942657196,532.0546259876975,510.38119437057514,511.8280334472656,54703200
2024-12-19,516.5056617171667,517.0705459413463,509.21182628972144,509.5487365722656,46441800
2024-12-20,505.852260942774,520.1030209685301,504.71260298135905,513.9983520507812,60530000
2024-12-23,515.7106302984251,519.3833002478667,512.3159202923702,519.006103515625,29672800
2024-12-24,520.9517271030093,526.1331242500298,520.3164419142475,526.0438232421875,17558200
2024-12-26,524.4158307733787,527.3142356084127,522.4206745678785,525.6863403320312,19090500
2024-12-27,522.1228199982326,522.559570841844,514.0330238895601,518.6983032226562,33839600
2024-12-30,511.7005373751371,515.5220627362082,508.04770850678767,511.7997741699219,34584000
2024-12-31,513.0802310210817,513.8345638741997,506.48928482473434,507.4521179199219,29117000
2025-01-02,510.4993728244697,512.8221071633047,501.97285552495356,506.45947265625,36389800
2025-01-03,509.55634989003045,515.8098417331423,508.7424629551306,514.7477416992188,29059500
2025-01-06,520.1475802181556,524.0187233784725,518.1722957509822,520.6636962890625,36109700
2025-01-07,521.7059999662438,522.1030076792526,509.4869713360559,511.3728942871094,36690300
2025-01-08,511.27365140459267,513.1000201476976,506.7969699488272,511.4622497558594,30777800
2025-01-10,507.7002616861164,507.7994984696709,500.19613120906627,503.44195556640625,40532500
2025-01-13,497.4962392396563,502.28059733248006,496.00732395497107,501.8240051269531,31694200
2025-01-14,504.98052179626774,506.39004165996994,497.8833646668992,501.3475646972656,33737200
2025-01-15,509.2388513156959,514.0231792721111,507.680415704871,512.8817138671875,34957600
2025-01-16,515.1448467748171,515.224272558158,509.1594384871324,509.2884826660156,28229000
2025-01-17,518.9861209529159,520.1971366722539,509.3181091218114,517.8843383789062,51837900
2025-01-21,520.6041714349437,522.0831509199561,516.2168513724278,520.9218139648438,23628000
2025-01-22,525.6565483001042,529.8751413083515,525.3488415863966,527.5822143554688,33593000
2025-01-23,525.1304853393235,528.8230268358762,524.5448792406889,528.7039184570312,23096600
2025-01-24,529.0811499069405,529.8454186239994,524.247142698527,525.7161865234375,19878300
2025-01-27,507.2237644449725,514.1620993962705,506.3800397959972,510.4100646972656,60771700
2025-01-28,511.4125906777684,519.135127001106,507.9980395084438,517.9539184570312,33194200
2025-01-29,518.5991606876129,518.7282048637726,513.0802502522747,516.981201171875,26649000
2025-01-30,519.8398489654351,522.2121410225601,514.380493502768,519.1846923828125,27431300
2025-01-31,523.0260873773669,527.5921301044531,517.338450995146,518.4302978515625,38755200
2025-02-03,509.6755241871737,517.000992221849,507.27342449560086,514.28125,40580800
2025-02-04,514.7974286874838,521.2295233442737,514.4003603770645,520.59423828125,26046800
2025-02-05,517.9638671852232,523.11551659981,516.7727228160936,522.9566650390625,21134100
2025-02-06,523.4629031663001,525.8948102853632,521.8548794809367,525.6863403320312,19434500
2025-02-07,526.2224024701397,528.1678797493125,518.3311390158517,519.0557250976562,29605500
2025-02-10,523.3239005134812,526.4407109622551,522.8574028177311,525.3389282226562,20852800
2025-02-11,522.0732896066455,526.0039872775455,521.9442454321847,524.0882568359375,19325500
2025-02-12,518.4402137606293,525.2793115026069,518.0928244789425,524.3958740234375,25009400
2025-02-13,526.0635234537466,532.2574012792994,525.2793832223591,531.9398193359375,28714800
2025-02-14,532.0490173479468,534.8581212532781,531.7115032138299,534.1732177734375,17862600
2025-02-18,535.7414193270516,536.0094434356852,532.0786857068766,535.3840942382812,20565000
2025-02-19,534.590089236306,536.8135264180986,532.4956962288245,535.5330810546875,19666900
2025-02-20,534.7488027980122,535.1160636766159,528.5251788659228,533.2598876953125,26550800
2025-02-21,534.4014135025412,534.4212850908257,521.8250608987436,522.1923217773438,47093800
2025-02-24,523.9791386398983,525.160347339716,515.6908667320525,516.0283203125,39268400
2025-02-25,515.402907751773,515.4823335308943,505.67533996149535,509.52667236328125,48940000
2025-02-26,511.72040130693927,515.8198259825109,507.59110865878125,510.7575378417969,34457600
2025-02-27,514.3010917647001,515.2341477107384,496.35468364163813,496.57305908203125,52448000
2025-02-28,496.43413947250224,505.0202115627976,493.2577747457523,504.41473388671875,47654000
2025-03-03,507.73993161461107,509.2486881332856,489.93250314963643,493.3768615722656,44587200
2025-03-04,490.5280988504062,500.0174498903787,484.1356867718227,491.8879699707031,67875400
2025-03-05,492.5331693757525,499.9082555325708,487.6296728031353,498.30023193359375,46323700
2025-03-06,490.0417360224173,494.89558418778057,482.6070952577814,484.5923156738281,57574300
2025-03-07,483.56003226680144,489.63480239179813,476.979021200701,488.15582275390625,54714700
2025-03-10,479.87744712390025,480.39359355913183,465.19673274957023,469.2366638183594,76668000
2025-03-11,468.85944790641054,475.2717015064333,463.55891291656457,468.114990234375,68760800
2025-03-12,475.6190975102553,477.50505079394827,468.3035653299785,473.3956604003906,46971100
2025-03-13,472.7306091786664,472.760386273074,462.98316971511383,464.8790588378906,46563300
2025-03-14,470.2292461988736,477.00876061202655,469.62373821824536,476.11541748046875,43563000
2025-03-17,476.06574086012523,482.2497130174167,474.2691189068619,479.202392578125,41744400
2025-03-18,475.86727110411596,476.0657749736721,468.91899953639006,471.03326416015625,39072300
2025-03-19,473.2864979024419,481.7435264527976,471.36083156550126,477.33636474609375,40430300
2025-03-20,473.3559058863872,480.9692083343736,472.6610667046265,475.71832275390625,36780500
2025-03-21,470.57662752286865,478.0509810732746,469.4152905592447,477.28668212890625,42234900
2025-03-24,484.8576794709337,488.60541998448804,481.53742091872255,487.76043701171875,34567200
2025-03-25,488.48607924199416,490.7028813411277,487.5218103740152,490.5438232421875,26035200
2025-03-26,489.390696139039,490.24562966600536,479.96673847902554,481.51751708984375,34627100
2025-03-27,479.55920474042404,483.70454516246133,477.41196560654595,478.77386474609375,33469800
2025-03-28,476.9745201773356,477.6803158784236,465.2840071747282,466.16876220703125,46363800
2025-03-31,459.19026229129486,467.08331235256605,454.6273605455005,466.1488952636719,53000300
2025-04-01,464.53844262078127,470.83105198841025,461.6754876852753,469.90655517578125,41156200
2025-04-02,463.3654253458386,476.7260031222664,463.1069521266998,473.3361511230469,49894500
2025-04-03,453.7426062022167,457.35115906183495,447.47984907108474,447.99676513671875,70456300
2025-04-04,435.55079068681124,437.7675929050692,420.1722106933594,420.1722106933594,117088400
2025-04-07,406.24497996843866,440.5212273303754,400.01204418212296,421.1861572265625,161557000
2025-04-08,435.57062951414565,440.5212103571544,407.36829126047905,413.6012268066406,101248100
2025-04-09,413.11415290728195,465.06529634282225,412.97496569005153,463.2461242675781,142876900
2025-04-10,450.8796353482819,452.89763762867176,430.07333074405074,443.5432434082031,108384100
2025-04-11,442.0223093443537,453.09649143953806,438.7219217931667,451.7146911621094,52483800
2025-04-14,461.7152208667026,462.3017305650004,449.95514472763216,454.7764892578125,43941200
2025-04-15,455.83024573579985,459.64754944257936,453.4543549864483,455.2834777832031,35404200
2025-04-16,446.37639807774553,449.9451788691767,435.17301051795084,441.5550537109375,48980600
2025-04-17,444.5274509761507,445.10401010316673,438.7517574071589,441.4755859375,44837000
2025-04-21,435.64027525418857,436.48522787937225,425.40112526573694,430.5505065917969,44149300
2025-04-22,436.22677695266526,444.9349886334612,435.03385628214005,441.85333251953125,52304400
2025-04-23,455.46243104941027,460.641633756553,450.20368411807647,451.8737487792969,55801100
2025-04-24,453.78243704630535,464.896361425193,453.1362539590864,464.58819580078125,45956100
2025-04-25,464.2103725610634,470.2942006570759,462.6397231543872,469.767333984375,38697100
2025-04-28,470.2345562596675,472.0040358662156,463.27592382131877,469.61822509765625,33550800
2025-04-29,467.3915381780168,473.60460372916896,466.81494870601875,472.7198486328125,30613100
2025-04-30,464.36947606745446,474.37997416490805,459.697238824554,472.6601867675781,46810600
2025-05-01,480.5532222946606,484.300932012728,477.898987697636,478.83343505859375,43316500
2025-05-02,483.66474747370063,488.00891762969025,481.9648310617846,485.9411926269531,39218100
2025-05-05,481.73622270162116,486.14003597307794,481.2391774925475,483.058349609375,28309500
2025-05-06,476.7259901676863,482.1835367600156,475.36409117258444,478.5650634765625,32786300
2025-05-07,479.2310866723673,482.9291041737698,473.9624196873836,480.4438781738281,38006300
2025-05-08,485.642990937839,489.78836133137906,481.30877127503675,485.4044189453125,39577600
2025-05-09,487.31308720263786,488.6352445339485,483.3268049949173,485.0863342285156,27767400
2025-05-12,503.99388239825186,504.88858802841014,498.51646492128515,504.84881591796875,45090600
2025-05-13,506.15112683099704,514.3325026354601,505.4155095627927,512.5431518554688,53269600
2025-05-14,513.7161211405411,516.1615447200978,512.7021295054291,515.6148071289062,47014500
2025-05-15,513.4676707665623,518.8456739501621,512.1256121181644,516.1815185546875,50153300
2025-05-16,517.5830263951985,518.616919133845,514.0440673713118,518.4280395507812,48394600
2025-05-19,511.2010686059385,519.442117353632,511.2010686059385,518.9251708984375,52536200
2025-05-20,516.4001746478178,517.8515686536134,513.6067827063093,517.1954956054688,42517600
2025-05-21,513.2191016405527,519.909311026266,508.2187974987168,510.0081481933594,71292800
2025-05-22,510.62447644500173,514.6505913275334,509.27252798800356,510.9624938964844,55607200
2025-05-23,503.1887069260503,508.8152626278632,502.59224657648224,506.2306213378906,58368100
2025-05-27,513.0998460017336,518.626986864166,511.54906721801433,518.1398315429688,47226300
2025-05-28,519.0941399870436,520.5852756508032,515.326559052752,515.8434448242188,46637200
2025-05-29,523.21968658337,523.3687637584553,514.2629211840699,516.8574829101562,58513300
2025-05-30,516.370303138387,517.6029654866918,508.9046747674079,516.042236328125,67662800
2025-06-02,514.18335129797,520.3566750351536,512.9208369697641,520.1181030273438,44762800
2025-06-03,520.4659496294596,525.6153304447355,519.6010958649408,524.183837890625,44070300
2025-06-04,524.8896842213366,526.708886650537,522.8617009643712,525.6452026367188,41359300
2025-06-05,527.0468829475419,529.8999177687056,519.5713031286073,521.688720703125,61031200
2025-06-06,526.8679353376542,528.6572860020211,525.0885352856423,526.7883911132812,42467000
2025-06-09,527.0071545180014,529.2040557008712,525.8838273941709,527.5638427734375,33688700
2025-06-10,528.0309659877803,531.7389643345455,525.7644714899908,531.0530395507812,40664800
2025-06-11,532.4547240748923,533.607902979141,526.9772759658763,529.263671875,53701000
2025-06-12,527.9515275399644,531.4805365276557,527.703004925698,530.5062866210938,34104900
2025-06-13,524.5616021772432,528.7268432784747,522.6231138097035,523.8458862304688,55814400
2025-06-16,527.3649873706377,532.2062030416474,527.3152949826874,531.132568359375,37622100
2025-06-17,528.5677704245282,530.178191841852,524.7901787794913,525.9533081054688,42180900
2025-06-18,526.9672562637179,529.4027896913979,524.2832609295995,525.8638305664062,43983500
2025-06-20,529.1146401876316,530.4069457539052,521.7782471531975,523.7167358398438,61643500
2025-06-23,524.2849177292203,529.6192118620138,521.1400908129034,529.1017456054688,50666100
2025-06-24,534.3165868287479,538.1083222601969,533.6995634797794,537.1927490234375,45442000
2025-06-25,539.4618115177252,540.7058200544818,536.7946645040316,538.5661010742188,44804200
2025-06-26,540.745568102249,544.0496618306095,538.9243834682991,543.601806640625,43811400
2025-06-27,544.6369739056408,547.3538694850535,541.9299793720932,545.4630126953125,57577100
2025-06-30,548.6177271894713,550.150323841353,546.3785118204822,548.9959106445312,45548700
2025-07-01,547.0951436887766,548.0704878876566,542.0494367342798,544.3682861328125,56166700
2025-07-02,543.5421378206258,548.3589656247289,543.5023514145969,548.159912109375,36538300
2025-07-03,550.528547956803,554.5292991491806,550.528547956803,553.553955078125,26443500
2025-07-07,550.8669428006658,551.6830197478901,546.9458251844275,549.3840942382812,45349300
2025-07-08,550.7274980013236,551.3544830925421,548.4583975297523,549.6925048828125,36153300
2025-07-09,551.8222657361728,554.957191559505,550.448875446199,553.5838012695312,43045500
2025-07-10,554.2207589895446,554.6287670725607,550.1005880395711,552.7876586914062,34710900
2025-07-11,550.6479296881262,553.1259849885996,549.4039211443059,551.5436401367188,39618600
2025-07-14,551.3346764161255,554.280510790838,548.9860026438791,553.5440673828125,36453300
2025-07-15,557.5646229155932,558.1119745200461,553.9918036921638,554.051513671875,43277700
2025-07-16,554.6088733698717,557.524821997974,548.9162589009651,554.6187744140625,52314700
2025-07-17,555.3454488006327,559.6148651110749,554.539333532434,559.1072998046875,40423800
2025-07-18,560.4208944407413,562.0231629422733,557.2959302535468,558.56982421875,50484700
2025-07-21,559.3958946507648,563.3468370391857,559.3660092861638,561.4658813476562,39595200
2025-07-22,561.5951830334812,561.6449312247784,555.9324539325285,558.559814453125,43270600
2025-07-23,559.6446191045442,561.1473303500087,556.8978386154415,561.1075439453125,40215300
2025-07-24,562.4212998555654,563.5259649748344,560.590092369004,562.3018798828125,42275500
2025-07-25,562.2222340881906,564.9789766749151,561.5654242523398,563.6553344726562,30630800
2025-07-28,565.0187630549528,566.3125198933016,564.1529379000713,565.4168701171875,31498700
2025-07-29,568.0242394036405,569.3677442783611,563.8145341030877,564.541015625,45463300
2025-07-30,565.4566917408055,567.8849991894002,562.3416890497874,565.2974853515625,43433800
2025-07-31,571.7861703841629,571.8757657350329,561.1673293990499,562.3018798828125,64613600
2025-08-01,556.1515061828632,556.3405979294319,549.0357523301388,551.2252197265625,69400800
2025-08-04,556.3703360927129,561.6150952409816,556.2708397121321,561.3961181640625,47669800
2025-08-05,562.6800492447384,563.8444243211386,557.047144120063,557.5845947265625,48666600
2025-08-06,558.4205125100245,565.0386624956789,557.9428326498341,564.6007690429688,41823700
2025-08-07,568.9298809926769,570.5719965866228,562.4013265086303,566.5115356445312,44463000
2025-08-08,567.7157577691117,572.0150586353669,567.4172078636645,571.7960815429688,35255500
2025-08-11,571.9354554685915,574.0353274481827,568.8304148017489,570.104248046875,33112900
2025-08-12,572.4031383383943,577.568264258411,569.7459530883017,577.2697143554688,42143300
2025-08-13,579.9667330931853,580.5240464797514,576.165035771658,577.558349609375,41209300
2025-08-14,575.5083270283026,579.091047893356,575.1400445589929,577.110595703125,45425000
2025-08-15,577.0209239007323,577.060771050305,572.811218330625,574.57275390625,49480200
2025-08-18,573.6769784888112,575.0006204675227,572.482718246351,574.34375,29831000
2025-08-19,573.6273596101793,573.7965277870278,565.5263603018907,566.5514526367188,53752600
2025-08-20,565.6059676042936,565.7253875756548,556.1614636230435,563.1876220703125,76781100
2025-08-21,561.6450181787756,563.774775630925,558.2911756152315,560.5802001953125,46436900
2025-08-22,561.9634564557491,571.238791941298,560.5702032580724,569.2284545898438,51502100
2025-08-25,567.6659983001664,570.5420998652211,566.4318908111547,567.5863647460938,34044700
2025-08-26,567.0987738406898,570.1739291946637,566.0736815609588,569.8654174804688,34103000
2025-08-27,568.8503542214644,571.6567843025553,567.6361701841732,570.7412109375,36927100
2025-08-28,571.3582297430389,575.2295992365423,569.7161747720991,574.3140258789062,46787900
2025-08-29,571.90560730373,572.2738897636767,565.8149455424127,567.6660766601562,56030400
2025-09-02,558.6195355636612,563.2571726003424,556.8580000613789,562.9088745117188,65876800
2025-09-03,566.5015849549442,568.9597775003773,564.0135677896833,567.3375854492188,54230200
2025-09-04,568.0043701424134,572.8410610450118,566.3026052373926,572.4728393554688,47526300
2025-09-05,577.707586970244,578.3345721151251,568.7905728965633,573.298828125,68342500
2025-09-08,575.5977945125156,578.0559870759845,575.0006946855148,576.0953979492188,46371400
